s,carat,cut,color,clarity,depth,table,price,x,y,z
32453,0.32,Premium,F,VVS2,61.8,59,793,4.42,4.38,2.72
32454,0.36,Very Good,D,VS1,62.8,55,793,4.52,4.55,2.85
32455,0.4,Premium,H,VS1,61.8,59.2,793,4.72,4.74,2.92
32456,0.4,Premium,H,VS1,62.7,58.5,793,4.7,4.74,2.96
32457,0.39,Very Good,E,VS2,62.7,59,794,4.64,4.68,2.92
32458,0.39,Ideal,H,VVS2,62,55,794,4.68,4.7,2.91
32459,0.38,Ideal,H,VVS2,61.6,56,794,4.67,4.72,2.89
32460,0.36,Ideal,G,VVS2,61.5,55,794,4.58,4.62,2.83
32461,0.36,Ideal,G,VVS2,61.8,54,794,4.59,4.61,2.84
32462,0.36,Ideal,G,VVS2,61.7,54,794,4.59,4.62,2.84
32463,0.36,Ideal,H,VVS1,61.5,56,794,4.57,4.6,2.82
32464,0.36,Ideal,H,VVS1,61.8,56,794,4.6,4.63,2.85
32465,0.38,Ideal,G,VS1,61.5,57,794,4.66,4.71,2.88
32466,0.3,Ideal,G,IF,62.6,56,794,4.29,4.32,2.69
32467,0.36,Ideal,D,SI1,60.6,56,794,4.63,4.58,2.79
32468,0.36,Very Good,D,SI1,63.2,56,794,4.56,4.52,2.87
32469,0.36,Ideal,D,SI1,62.8,57,794,4.54,4.51,2.84
32470,0.45,Fair,F,SI1,66.8,59,794,4.79,4.63,3.16
32471,0.45,Fair,F,SI1,57.9,66,794,5.08,4.98,2.91
32472,0.37,Premium,D,VS2,60.5,59,794,4.66,4.69,2.83
32473,0.33,Very Good,G,VVS1,61.2,57,795,4.47,4.5,2.74
32474,0.33,Very Good,G,VVS1,61.2,57,795,4.4,4.44,2.71
32475,0.33,Very Good,G,VVS1,61.8,55,795,4.44,4.48,2.76
32476,0.44,Very Good,I,VS2,62.5,57,795,4.85,4.88,3.04
32477,0.34,Very Good,F,VS1,61.1,60,795,4.46,4.51,2.74
32478,0.33,Very Good,H,IF,61.7,55,795,4.45,4.48,2.75
32479,0.35,Ideal,F,VVS2,61.6,58,795,4.5,4.53,2.78
32480,0.35,Ideal,F,VVS2,61.9,54,795,4.55,4.59,2.83
32481,0.3,Ideal,E,VS2,61.8,55,795,4.34,4.36,2.69
32482,0.3,Ideal,E,VS2,61.4,56,795,4.32,4.34,2.66
32483,0.3,Ideal,G,VS1,61.8,56,795,4.32,4.35,2.68
32484,0.3,Ideal,F,VS1,61.8,55,795,4.32,4.36,2.68
32485,0.43,Ideal,G,SI1,61.8,55,795,4.85,4.89,3.01
32486,0.43,Ideal,G,SI1,62,55,795,4.84,4.87,3.01
32487,0.41,Premium,D,SI2,59.9,60,795,4.8,4.78,2.87
32488,0.4,Very Good,G,SI1,62.6,55.3,795,4.69,4.71,2.93
32489,0.32,Ideal,G,VVS1,62.3,56,796,4.38,4.41,2.73
32490,0.32,Ideal,G,VVS1,61.4,57,796,4.4,4.44,2.71
32491,0.32,Ideal,G,VVS1,61.1,55,796,4.46,4.48,2.73
32492,0.38,Ideal,F,VS2,62,54,796,4.64,4.69,2.89
32493,0.39,Ideal,E,VS2,61.4,56,796,4.68,4.74,2.89
32494,0.32,Ideal,H,IF,61.6,56,796,4.4,4.43,2.72
32495,0.27,Ideal,F,IF,61.8,55,796,4.16,4.19,2.58
32496,0.3,Good,F,IF,58.8,61,796,4.35,4.39,2.57
32497,0.3,Premium,H,VVS1,60.7,58,796,4.38,4.35,2.65
32498,0.43,Premium,D,SI1,62.4,60,796,4.79,4.82,3
32499,0.41,Very Good,J,VS1,63.2,59,797,4.7,4.67,2.96
32500,0.33,Premium,G,VS1,60.3,58,797,4.52,4.5,2.72
32501,0.33,Premium,G,VS1,61.6,57,797,4.51,4.42,2.75
32502,0.32,Very Good,F,VS1,60,62,798,4.44,4.49,2.68
32503,0.4,Very Good,F,SI1,63.3,57,798,4.68,4.73,2.98
32504,0.42,Very Good,G,SI1,61.9,55,798,4.78,4.88,2.99
32505,0.31,Ideal,G,VVS1,60.5,57,798,4.39,4.43,2.67
32506,0.37,Ideal,G,VS1,60.9,57,798,4.65,4.68,2.84
32507,0.4,Fair,G,VS1,57.1,64,798,4.88,4.9,2.79
32508,0.4,Very Good,E,SI2,63.1,57,798,4.72,4.7,2.97
32509,0.4,Premium,E,SI2,58.7,59,798,4.82,4.78,2.82
32510,0.4,Good,E,SI2,64.2,57,798,4.7,4.68,3.01
32511,0.4,Very Good,E,SI2,63.5,56,798,4.71,4.68,2.98
32512,0.4,Good,E,SI2,63.9,57,798,4.71,4.65,2.99
32513,0.4,Ideal,D,SI2,61.3,56,798,4.77,4.72,2.91
32514,0.4,Very Good,D,SI2,63.1,57,798,4.75,4.72,2.99
32515,0.4,Good,D,SI2,63.8,54,798,4.73,4.7,3.01
32516,0.4,Premium,D,SI2,63,59,798,4.69,4.64,2.94
32517,0.4,Good,D,SI2,63.9,53,798,4.71,4.68,3
32518,0.4,Very Good,D,SI2,63.1,56,798,4.67,4.65,2.94
32519,0.4,Very Good,D,SI2,63.4,59,798,4.7,4.67,2.97
32520,0.35,Ideal,G,VVS2,61,57,798,4.54,4.58,2.78
32521,0.35,Premium,H,VVS1,59.9,59,798,4.57,4.61,2.75
32522,0.35,Ideal,H,VVS1,61.5,57,798,4.53,4.54,2.79
32523,0.35,Very Good,G,VVS2,62.4,56,798,4.47,4.53,2.81
32524,0.35,Ideal,G,VVS2,62.1,56,798,4.47,4.51,2.79
32525,0.42,Ideal,G,VVS2,62,56,798,4.79,4.83,2.98
32526,0.35,Ideal,H,VVS1,62.3,55,798,4.51,4.55,2.82
32527,0.35,Very Good,H,VVS1,62.6,57,798,4.45,4.47,2.79
32528,0.35,Premium,H,VVS1,60.6,60,798,4.51,4.57,2.75
32529,0.35,Premium,H,VVS1,61.2,60,798,4.51,4.54,2.77
32530,0.35,Very Good,G,VVS2,62.8,58,798,4.44,4.48,2.8
32531,0.35,Very Good,G,VVS2,62.2,58,798,4.49,4.54,2.81
32532,0.35,Very Good,H,VVS1,61.2,60,798,4.5,4.55,2.77
32533,0.35,Ideal,H,VVS1,61.7,56,798,4.53,4.55,2.8
32534,0.35,Premium,H,VVS1,62.1,58,798,4.46,4.52,2.79
32535,0.39,Very Good,G,VS1,62.7,58,798,4.63,4.69,2.92
32536,0.42,Ideal,G,SI1,62,54,799,4.85,4.82,3
32537,0.27,Premium,E,VVS2,59,59,799,4.27,4.24,2.51
32538,0.27,Ideal,E,VVS2,62.2,55,799,4.17,4.12,2.58
32539,0.27,Ideal,E,VVS2,62.1,57,799,4.15,4.13,2.57
32540,0.27,Premium,E,VVS1,60.6,58,799,4.2,4.18,2.54
32541,0.27,Ideal,E,VVS2,61.8,57,799,4.16,4.12,2.56
32542,0.27,Ideal,E,VVS2,63,56,799,4.14,4.12,2.6
32543,0.27,Ideal,E,VVS2,62,55,799,4.14,4.12,2.56
32544,0.27,Ideal,E,VVS2,62.5,57,799,4.13,4.1,2.57
32545,0.27,Ideal,E,VVS1,62.3,56,799,4.17,4.15,2.59
32546,0.27,Ideal,D,VVS2,62.6,56,799,4.15,4.13,2.59
32547,0.27,Ideal,D,VVS1,61.9,57,799,4.18,4.15,2.58
32548,0.27,Premium,D,VVS2,62.2,59,799,4.12,4.08,2.55
32549,0.27,Ideal,D,VVS2,62.3,57,799,4.15,4.13,2.58
32550,0.27,Ideal,D,VVS1,62.2,56,799,4.15,4.12,2.57
32551,0.3,Fair,E,VS1,64.5,56,799,4.26,4.2,2.73
32552,0.3,Premium,F,VS1,59.8,60,799,4.39,4.31,2.6
32553,0.3,Ideal,G,IF,62.4,55,799,4.3,4.32,2.69
32554,0.41,Very Good,G,VS2,61.4,57,800,4.76,4.81,2.94
32555,0.32,Ideal,F,VVS2,62.1,55,800,4.37,4.39,2.72
32556,0.32,Ideal,F,VVS2,61.2,57,800,4.42,4.44,2.71
32557,0.32,Ideal,F,VVS2,60.9,56,800,4.44,4.46,2.71
32558,0.32,Ideal,F,VVS2,61.2,55,800,4.43,4.46,2.72
32559,0.38,Ideal,I,VVS1,62.4,54.8,800,4.64,4.66,2.9
32560,0.4,Ideal,H,VS2,61.6,57,800,4.71,4.74,2.91
32561,0.36,Ideal,D,VS2,61.8,55,800,4.58,4.61,2.84
32562,0.31,Ideal,E,VS1,62,55,800,4.35,4.38,2.7
32563,0.31,Ideal,E,VS1,61.7,53,800,4.36,4.39,2.7
32564,0.31,Ideal,E,VS1,61.3,55,800,4.4,4.43,2.7
32565,0.43,Ideal,G,SI2,61.1,55,800,4.92,4.9,3
32566,0.38,Ideal,F,VS2,62,56,800,4.63,4.66,2.88
32567,0.38,Very Good,F,VS2,60.9,56,800,4.67,4.72,2.86
32568,0.38,Premium,F,VS2,60.5,59,800,4.67,4.72,2.84
32569,0.38,Ideal,G,VS1,62.5,56,800,4.64,4.58,2.88
32570,0.38,Very Good,F,VS2,61.9,59,800,4.61,4.66,2.87
32571,0.38,Ideal,F,VS2,62.1,57,800,4.61,4.67,2.88
32572,0.38,Very Good,F,VS2,62.8,57,800,4.58,4.62,2.89
32573,0.4,Premium,E,VS1,61.5,58,800,4.73,4.76,2.92
32574,0.38,Ideal,F,VS2,62.2,57,800,4.6,4.63,2.87
32575,0.33,Very Good,F,VVS2,61.6,57,801,4.44,4.46,2.74
32576,0.33,Very Good,F,VVS2,61.2,55,801,4.45,4.47,2.73
32577,0.41,Very Good,F,SI1,62.4,60,801,4.73,4.75,2.96
32578,0.41,Ideal,G,VS2,60.7,56,801,4.77,4.82,2.91
32579,0.36,Ideal,E,VS2,61.5,56.2,801,4.56,4.6,2.82
32580,0.36,Ideal,D,SI1,61.6,56,801,4.59,4.6,2.83
32581,0.32,Good,E,VVS1,59.4,61,801,4.45,4.48,2.65
32582,0.32,Good,E,VS2,58.8,63,801,4.48,4.54,2.65
32583,0.31,Premium,F,VVS1,59.7,59,801,4.45,4.49,2.67
32584,0.31,Ideal,F,VVS1,61.9,55,801,4.37,4.42,2.72
32585,0.31,Ideal,G,IF,62,54,801,4.35,4.39,2.71
32586,0.31,Ideal,E,VVS1,62.4,56,801,4.35,4.37,2.72
32587,0.33,Ideal,E,VVS2,61.4,55,802,4.46,4.5,2.75
32588,0.33,Ideal,E,VVS2,61,57,802,4.46,4.49,2.73
32589,0.3,Ideal,D,VVS2,59.4,60,802,4.39,4.47,2.63
32590,0.33,Ideal,G,VVS1,61.8,59,802,4.45,4.48,2.76
32591,0.33,Ideal,G,VVS1,60.4,58,802,4.5,4.51,2.72
32592,0.32,Ideal,G,VVS1,62.1,54,802,4.4,4.43,2.74
32593,0.3,Ideal,F,VVS1,61.8,54,802,4.33,4.37,2.69
32594,0.3,Ideal,F,VVS1,62,55,802,4.3,4.34,2.68
32595,0.3,Ideal,F,VVS1,62.4,54,802,4.31,4.35,2.7
32596,0.3,Ideal,F,VVS1,61.2,55,802,4.33,4.36,2.66
32597,0.3,Ideal,F,VVS1,62.1,55,802,4.31,4.35,2.69
32598,0.3,Ideal,F,VVS1,61.9,56,802,4.29,4.33,2.67
32599,0.3,Ideal,F,VVS1,58,60,802,4.34,4.37,2.64
32600,0.34,Ideal,D,VS2,61.9,55,802,4.49,4.52,2.79
32601,0.39,Ideal,G,VS1,61.8,55,802,4.72,4.76,2.93
32602,0.31,Premium,F,VS2,61.2,58,802,4.37,4.35,2.67
32603,0.31,Ideal,F,VS2,62.1,57,802,4.36,4.34,2.7
32604,0.31,Premium,F,VS2,59.7,60,802,4.42,4.39,2.63
32605,0.31,Premium,F,VS2,59,59,802,4.47,4.44,2.63
32606,0.31,Ideal,G,VS1,61.3,56,802,4.38,4.36,2.68
32607,0.31,Premium,H,VVS2,61.2,60,802,4.39,4.37,2.68
32608,0.31,Ideal,H,VVS2,61.5,56,802,4.37,4.35,2.68
32609,0.31,Premium,H,VVS2,61.4,59,802,4.38,4.35,2.68
32610,0.31,Ideal,H,VVS2,62.3,55,802,4.37,4.36,2.72
32611,0.26,Ideal,G,VS1,61.4,56,456,4.12,4.16,2.54
32612,0.32,Ideal,E,SI2,61.3,56,456,4.42,4.45,2.72
32613,0.33,Ideal,I,SI1,62,53.5,456,4.46,4.5,2.78
32614,0.3,Good,G,VS2,63.5,58,456,4.24,4.29,2.71
32615,0.25,Very Good,G,VVS1,59.4,63,457,4.07,4.11,2.43
32616,0.34,Very Good,I,VS2,61.6,56,457,4.47,4.51,2.76
32617,0.3,Very Good,H,VS2,62.6,57,457,4.25,4.28,2.67
32618,0.3,Ideal,H,VS2,62.1,55,457,4.3,4.33,2.68
32619,0.3,Ideal,H,VS2,62,57,457,4.27,4.31,2.66
32620,0.3,Ideal,I,VS1,62.3,55,457,4.3,4.34,2.69
32621,0.3,Ideal,I,VS1,62.5,54,457,4.3,4.34,2.7
32622,0.3,Ideal,I,VS1,62,57,457,4.26,4.29,2.65
32623,0.31,Ideal,H,SI1,61.5,56.5,457,4.34,4.36,2.67
32624,0.31,Good,I,VS1,63.9,55,457,4.28,4.3,2.74
32625,0.31,Very Good,H,VS2,58.9,61,457,4.43,4.46,2.62
32626,0.23,Very Good,E,VVS2,61.4,55,458,3.92,3.99,2.43
32627,0.23,Very Good,D,VVS2,62.4,53,458,3.94,3.95,2.46
32628,0.23,Very Good,D,VVS1,59.7,58,458,3.97,4.04,2.39
32629,0.28,Very Good,D,VS1,60.5,58,458,4.23,4.26,2.57
32630,0.23,Good,F,VVS1,58.1,52,458,4.03,4.1,2.36
32631,0.23,Good,E,VVS1,60.6,65,458,3.95,3.97,2.4
32632,0.28,Good,E,VS1,63.1,55,458,4.15,4.18,2.63
32633,0.31,Very Good,F,SI1,58.8,59,459,4.44,4.5,2.63
32634,0.27,Ideal,I,VVS2,62.1,55,459,4.17,4.2,2.6
32635,0.36,Ideal,J,VS2,61.5,55,459,4.6,4.63,2.84
32636,0.27,Ideal,G,VS2,61.4,55,459,4.19,4.21,2.58
32637,0.25,Ideal,G,VS2,61.4,57,459,4.08,4.1,2.51
32638,0.25,Ideal,G,VS2,61.8,58,459,4.04,4.08,2.51
32639,0.32,Ideal,G,SI2,61.6,56,459,4.4,4.43,2.72
32640,0.34,Very Good,I,SI1,60.4,56,459,4.54,4.56,2.75
32641,0.31,Ideal,H,VVS2,62.2,55,802,4.36,4.35,2.71
32642,0.31,Ideal,H,VVS2,62.5,55,802,4.37,4.34,2.72
32643,0.31,Premium,H,VVS2,60.6,60,802,4.38,4.34,2.64
32644,0.31,Premium,H,VVS2,61.2,59,802,4.38,4.34,2.67
32645,0.31,Ideal,H,VVS2,62.4,56,802,4.38,4.34,2.72
32646,0.31,Premium,H,VVS2,61.9,58,802,4.36,4.33,2.69
32647,0.31,Ideal,H,VVS2,61.8,56,802,4.36,4.34,2.69
32648,0.31,Ideal,H,VVS2,61.1,56,802,4.37,4.33,2.66
32649,0.31,Ideal,H,VVS2,62.6,56,802,4.37,4.32,2.72
32650,0.31,Premium,H,VVS2,61.4,58,802,4.37,4.32,2.67
32651,0.31,Ideal,H,VVS2,62.4,57,802,4.36,4.32,2.71
32652,0.31,Ideal,H,VVS2,62.4,57,802,4.36,4.32,2.71
32653,0.31,Ideal,H,VVS2,62.2,57,802,4.36,4.32,2.7
32654,0.31,Premium,H,VVS2,61.4,58,802,4.35,4.32,2.66
32655,0.31,Premium,H,VVS2,62.3,60,802,4.36,4.31,2.7
32656,0.31,Premium,H,VVS2,62.4,59,802,4.35,4.31,2.7
32657,0.31,Good,H,VVS2,63.7,55,802,4.32,4.28,2.74
32658,0.31,Good,H,VVS2,63.6,56,802,4.33,4.28,2.74
32659,0.31,Very Good,H,VVS2,63.4,56,802,4.32,4.29,2.73
32660,0.31,Premium,H,VVS2,62.6,60,802,4.33,4.29,2.7
32661,0.31,Ideal,H,VVS2,62.8,57,802,4.33,4.3,2.71
32662,0.31,Premium,H,VVS2,61.9,58,802,4.33,4.3,2.67
32663,0.31,Premium,H,VVS2,62.4,58,802,4.31,4.28,2.68
32664,0.31,Premium,H,VVS2,62.6,58,802,4.31,4.28,2.69
32665,0.31,Premium,G,VS1,59.5,59,802,4.47,4.4,2.64
32666,0.31,Ideal,G,VS1,61.5,56,802,4.43,4.39,2.71
32667,0.31,Ideal,G,VS1,61,55,802,4.43,4.39,2.69
32668,0.31,Premium,G,VS1,61.2,60,802,4.39,4.37,2.68
32669,0.31,Ideal,G,VS1,61.4,56,802,4.37,4.36,2.68
32670,0.31,Premium,G,VS1,59.6,61,802,4.38,4.35,2.6
32671,0.31,Premium,G,VS1,61.2,59,802,4.37,4.35,2.67
32672,0.31,Ideal,G,VS1,62.4,55,802,4.35,4.33,2.71
32673,0.31,Ideal,G,VS1,62.1,55,802,4.36,4.33,2.7
32674,0.31,Ideal,G,VS1,62.1,55,802,4.37,4.33,2.7
32675,0.31,Ideal,G,VS1,62.5,57,802,4.37,4.34,2.72
32676,0.31,Premium,G,VS1,62.4,59,802,4.34,4.32,2.7
32677,0.31,Premium,G,VS1,61.8,59,802,4.35,4.32,2.68
32678,0.31,Premium,G,VS1,62.2,56,802,4.36,4.32,2.7
32679,0.31,Premium,G,VS1,60.8,61,802,4.35,4.33,2.64
32680,0.31,Premium,G,VS1,62.1,58,802,4.35,4.31,2.69
32681,0.31,Premium,G,VS1,62.1,58,802,4.36,4.31,2.69
32682,0.31,Premium,G,VS1,61.2,60,802,4.33,4.3,2.64
32683,0.31,Premium,G,VS1,62.9,58,802,4.35,4.3,2.72
32684,0.31,Premium,G,VS1,62.4,58,802,4.34,4.31,2.7
32685,0.31,Ideal,G,VS1,62.9,57,802,4.32,4.3,2.71
32686,0.31,Premium,G,VS1,63,57,802,4.32,4.28,2.71
32687,0.31,Very Good,G,VS1,63.2,57,802,4.33,4.28,2.72
32688,0.31,Very Good,G,VS1,63.2,56,802,4.32,4.29,2.72
32689,0.31,Very Good,G,VS1,63.3,56,802,4.33,4.29,2.73
32690,0.31,Good,G,VS1,63.8,57,802,4.33,4.29,2.75
32691,0.31,Very Good,G,VS1,63.1,59,802,4.29,4.27,2.7
32692,0.31,Premium,G,VS1,62.8,58,802,4.3,4.27,2.69
32693,0.31,Good,G,VS1,63.7,56,802,4.3,4.27,2.73
32694,0.31,Very Good,G,VS1,63.2,56,802,4.29,4.28,2.71
32695,0.31,Premium,F,VS2,61.4,58,802,4.4,4.36,2.69
32696,0.31,Ideal,F,VS2,60.8,56,802,4.41,4.38,2.67
32697,0.31,Premium,F,VS2,59.3,60,802,4.41,4.39,2.61
32698,0.31,Premium,F,VS2,61.6,58,802,4.38,4.35,2.69
32699,0.31,Ideal,F,VS2,61.9,54,802,4.38,4.35,2.7
32700,0.31,Ideal,F,VS2,62.3,55,802,4.38,4.35,2.72
32701,0.31,Ideal,F,VS2,62,56,802,4.39,4.35,2.71
32702,0.31,Ideal,F,VS2,61.6,55,802,4.37,4.36,2.69
32703,0.31,Ideal,F,VS2,60.8,57,802,4.39,4.36,2.66
32704,0.31,Ideal,F,VS2,62.1,53,802,4.39,4.34,2.71
32705,0.31,Premium,F,VS2,61.5,56,802,4.41,4.34,2.69
32706,0.31,Premium,F,VS2,60.8,60,802,4.37,4.34,2.65
32707,0.31,Ideal,F,VS2,61.5,56,802,4.37,4.34,2.68
32708,0.31,Premium,F,VS2,61.7,58,802,4.38,4.34,2.69
32709,0.31,Premium,F,VS2,62.3,60,802,4.35,4.32,2.7
32710,0.31,Ideal,F,VS2,61.8,56,802,4.37,4.33,2.69
32711,0.31,Ideal,F,VS2,62.3,55,802,4.37,4.33,2.71
32712,0.31,Ideal,F,VS2,62.8,57,802,4.36,4.34,2.73
32713,0.31,Very Good,F,VS2,63.4,56,802,4.34,4.31,2.74
32714,0.31,Ideal,F,VS2,61.9,55,802,4.35,4.31,2.68
32715,0.31,Premium,F,VS2,62,58,802,4.37,4.31,2.69
32716,0.31,Premium,F,VS2,61.4,55,802,4.34,4.32,2.66
32717,0.31,Premium,F,VS2,61.4,62,802,4.34,4.32,2.66
32718,0.31,Premium,F,VS2,61.3,59,802,4.34,4.31,2.65
32719,0.31,Ideal,F,VS2,62.4,56,802,4.34,4.31,2.7
32720,0.31,Premium,F,VS2,62.4,58,802,4.34,4.31,2.7
32721,0.31,Ideal,F,VS2,62.3,57,802,4.34,4.3,2.69
32722,0.31,Premium,F,VS2,62.7,59,802,4.34,4.3,2.71
32723,0.31,Ideal,F,VS2,62.7,57,802,4.34,4.3,2.71
32724,0.31,Premium,F,VS2,61.8,59,802,4.33,4.31,2.67
32725,0.31,Ideal,F,VS2,62.9,56,802,4.32,4.3,2.71
32726,0.31,Ideal,F,VS2,62.3,55,802,4.33,4.3,2.69
32727,0.31,Premium,F,VS2,62.3,59,802,4.33,4.3,2.69
32728,0.31,Ideal,F,VS2,61.3,57,802,4.34,4.3,2.65
32729,0.31,Premium,F,VS2,62,60,802,4.34,4.3,2.68
32730,0.31,Ideal,F,VS2,62.6,55,802,4.33,4.29,2.7
32731,0.31,Ideal,F,VS2,62.6,57,802,4.33,4.29,2.7
32732,0.31,Premium,F,VS2,62.3,59,802,4.34,4.29,2.69
32733,0.31,Very Good,F,VS2,63.4,56,802,4.32,4.29,2.73
