s,carat,cut,color,clarity,depth,table,price,x,y,z
10823,1.16,Very Good,I,VS2,62.6,59,4869,6.63,6.69,4.17
10824,1.16,Ideal,I,VS2,59.3,56,4869,6.84,6.88,4.07
10825,0.84,Very Good,D,VS1,60.1,58,4869,6.12,6.15,3.69
10826,1.01,Very Good,F,SI1,60.8,59,4869,6.49,6.53,3.96
10827,1.15,Ideal,H,SI2,62,56,4870,6.68,6.75,4.16
10828,1.23,Good,J,SI1,63.1,57.6,4870,6.74,6.8,4.27
10829,1.02,Ideal,H,SI2,62.4,55,4870,6.41,6.46,4.02
10830,1.11,Very Good,H,SI1,62,55,4871,6.61,6.68,4.12
10831,0.9,Ideal,H,VS2,60.9,54,4871,6.19,6.22,3.78
10832,0.92,Ideal,E,SI2,62.3,56,4871,6.21,6.25,3.88
10833,0.9,Ideal,G,SI1,61.9,57,4871,6.16,6.19,3.82
10834,1.09,Ideal,H,SI1,61.9,56,4871,6.64,6.61,4.1
10835,1.09,Very Good,H,SI1,63.2,57,4871,6.57,6.54,4.14
10836,1.09,Premium,H,SI1,61.8,58,4871,6.63,6.58,4.08
10837,1.09,Ideal,H,SI1,62.2,56,4871,6.59,6.56,4.09
10838,1.09,Ideal,H,SI1,62.4,55,4871,6.68,6.59,4.14
10839,0.9,Very Good,G,VS1,61.7,60,4872,6.11,6.2,3.8
10840,1.2,Premium,I,SI1,61.7,56,4872,6.82,6.76,4.19
10841,1.01,Ideal,I,SI1,60,60,4872,6.53,6.57,3.93
10842,1.16,Premium,H,SI2,61.8,58,4872,6.81,6.75,4.19
10843,1.06,Premium,H,SI1,61.6,59,4872,6.55,6.54,4.03
10844,1.06,Premium,H,SI1,62.8,58,4872,6.49,6.47,4.07
10845,1.16,Premium,I,SI1,60,58,4872,6.82,6.78,4.08
10846,1.16,Premium,H,SI2,60.2,59,4872,6.84,6.78,4.1
10847,1,Ideal,H,SI1,61.9,57,4872,6.43,6.39,3.97
10848,1.16,Premium,I,SI1,62.7,57,4872,6.76,6.67,4.21
10849,1.01,Ideal,D,SI2,62.6,56,4872,6.4,6.34,3.99
10850,1.01,Premium,G,SI1,62.6,59,4872,6.38,6.3,3.97
10851,1.03,Ideal,E,SI1,58.9,57,4873,6.62,6.56,3.88
10852,1.07,Very Good,I,VS2,62.5,56,4873,6.5,6.53,4.07
10853,1.01,Very Good,H,SI1,63.6,56,4873,6.31,6.37,4.03
10854,1.03,Ideal,G,SI2,61.8,55,4873,6.5,6.52,4.02
10855,1.13,Premium,H,SI2,62.3,57,4873,6.68,6.65,4.15
10856,1.13,Premium,J,VS1,61.1,59,4873,6.74,6.67,4.1
10857,1.13,Premium,H,SI2,60.7,54,4873,6.82,6.72,4.11
10858,1.11,Fair,E,SI2,64.7,61,4873,6.42,6.39,4.14
10859,1.03,Premium,H,VS1,59.2,58,4874,6.66,6.61,3.92
10860,1.03,Ideal,H,VS1,61.5,57,4874,6.49,6.45,3.98
10861,1.24,Ideal,J,SI1,61.8,57,4875,6.92,6.86,4.26
10862,1.14,Very Good,G,SI2,62.4,60,4875,6.6,6.67,4.14
10863,1.02,Very Good,H,SI1,61.2,57,4875,6.47,6.53,3.98
10864,1.01,Premium,G,SI1,59.9,56,4875,6.6,6.45,3.91
10865,1.01,Ideal,E,SI2,62.2,56,4875,6.45,6.42,4
10866,1.01,Very Good,H,SI1,61.8,59,4876,6.37,6.41,3.95
10867,1.01,Very Good,H,SI1,60,58,4876,6.54,6.6,3.94
10868,1.23,Premium,F,SI2,61.7,58,4876,6.85,6.95,4.26
10869,1.01,Ideal,H,SI1,62.3,59,4876,6.36,6.41,3.98
10870,1.15,Ideal,G,SI2,62.4,56,4877,6.7,6.74,4.19
10871,1.11,Good,D,SI2,60.1,63,4877,6.68,6.7,4.02
10872,1.08,Premium,I,VS1,62.5,57,4877,6.54,6.51,4.08
10873,1.1,Very Good,I,VS1,61,59,4878,6.65,6.67,4.06
10874,1.28,Good,J,SI1,63.4,59,4878,6.84,6.89,4.35
10875,1.05,Good,E,SI1,64.2,61,4878,6.33,6.41,4.09
10876,1.06,Very Good,H,SI1,62.2,58,4878,6.45,6.53,4.04
10877,1.01,Premium,E,SI2,60.4,60,4878,6.49,6.46,3.91
10878,1.05,Premium,F,SI1,62.8,59,4879,6.43,6.4,4.03
10879,0.93,Very Good,G,VS1,62.1,59,4879,6.16,6.21,3.84
10880,1.21,Ideal,J,VS2,62.2,57,4879,6.78,6.82,4.23
10881,1.03,Very Good,H,SI1,61.4,57,4879,6.45,6.54,3.99
10882,1.32,Premium,H,SI2,59.4,54,4879,7.21,7.09,4.25
10883,1.21,Ideal,I,SI2,64.6,56,4879,6.67,6.62,4.29
10884,1.21,Premium,I,SI2,62.1,59,4879,6.86,6.8,4.24
10885,1.21,Premium,I,SI2,60.7,60,4879,6.88,6.82,4.16
10886,1.21,Premium,I,SI2,59.9,58,4879,6.94,6.91,4.15
10887,1.16,Ideal,G,SI2,61.9,56,4880,6.73,6.77,4.18
10888,1.21,Ideal,I,SI2,60.7,56,4880,6.86,6.91,4.18
10889,1.02,Ideal,G,SI1,60.5,59,4882,6.55,6.51,3.95
10890,1,Good,G,SI1,64.4,54,4882,6.29,6.32,4.06
10891,1.11,Premium,G,SI2,60.7,56,4882,6.73,6.68,4.07
10892,1.11,Ideal,H,SI2,61.5,55,4883,6.65,6.69,4.1
10893,1.17,Ideal,J,SI1,62.3,55,4883,6.74,6.77,4.21
10894,1.02,Premium,F,SI1,62.5,56,4884,6.44,6.35,4
10895,1.14,Premium,G,SI2,60.4,59,4884,6.8,6.78,4.1
10896,1.02,Premium,H,SI1,62.9,59,4884,6.41,6.38,4.02
10897,0.9,Ideal,G,VS2,60.8,57,4884,6.26,6.17,3.78
10898,1.21,Premium,I,VS2,62.6,59,4884,6.77,6.67,4.21
10899,1.02,Premium,H,SI1,60.5,60,4884,6.58,6.51,3.96
10900,1.02,Very Good,H,SI1,63.4,57,4884,6.42,6.36,4.05
10901,1.02,Premium,H,SI1,62,60,4884,6.4,6.37,3.96
10902,1.03,Premium,E,SI2,62,59,4885,6.42,6.49,4
10903,1.18,Ideal,E,SI2,60.8,57,4885,6.89,6.83,4.17
10904,1.01,Ideal,H,SI1,62.1,56,4886,6.38,6.47,3.99
10905,1.21,Very Good,G,SI2,58.9,61,4887,6.91,6.98,4.09
10906,1.01,Ideal,I,VS2,61.3,53,4887,6.52,6.54,4
10907,1.06,Good,I,VS1,58.8,62,4887,6.65,6.72,3.93
10908,1.01,Fair,G,VS2,64.9,56,4887,6.27,6.21,4.05
10909,1.01,Fair,G,VS2,64.4,58,4887,6.25,6.18,4
10910,0.75,Very Good,E,VVS1,62.3,57,4889,5.73,5.83,3.6
10911,1.04,Premium,H,SI1,59.5,58,4890,6.58,6.67,3.94
10912,1.04,Premium,H,SI1,62.6,59,4890,6.43,6.47,4.04
10913,1.14,Very Good,H,SI1,59.2,58,4890,6.8,6.86,4.04
10914,1.01,Very Good,F,SI1,59.8,59,4890,6.39,6.43,3.83
10915,1.01,Very Good,G,SI1,63,57,4890,6.28,6.35,3.98
10916,1.2,Ideal,I,SI2,59.6,61,4890,6.95,6.97,4.15
10917,1.02,Ideal,G,SI2,61,57,4890,6.51,6.58,3.99
10918,1.11,Ideal,I,SI1,62.2,56,4890,6.62,6.65,4.13
10919,0.9,Premium,H,VVS1,62.3,59,4890,6.15,6.09,3.81
10920,1.03,Ideal,F,SI2,60.9,56,4891,6.56,6.51,3.98
10921,1.09,Ideal,F,SI2,61.2,57,4891,6.6,6.64,4.05
10922,1.2,Very Good,J,SI1,61.3,59,4891,6.83,6.9,4.21
10923,1,Fair,G,VS1,63.1,68,4892,6.32,6.17,3.94
10924,1.04,Premium,E,SI2,62.4,57,4892,6.51,6.43,4.04
10925,1.04,Premium,I,VS1,61.6,56,4892,6.59,6.52,4.04
10926,0.96,Very Good,G,VS1,60.5,63,4892,6.32,6.28,3.81
10927,1.04,Ideal,E,SI2,61.4,56,4892,6.56,6.5,4.01
10928,1.04,Ideal,E,SI2,62,55,4892,6.51,6.48,4.03
10929,0.91,Premium,F,VS2,62.2,58,4892,6.21,6.17,3.85
10930,0.8,Very Good,E,VVS2,62.8,57,4893,5.93,5.95,3.73
10931,1.05,Very Good,I,VS2,63.2,56,4895,6.47,6.51,4.1
10932,1.23,Very Good,J,VS2,62.9,59,4896,6.8,6.85,4.29
10933,1.1,Ideal,F,SI2,60.4,55,4897,6.77,6.73,4.08
10934,1.1,Ideal,I,VS2,62,56,4897,6.67,6.62,4.12
10935,0.9,Very Good,F,VS1,62.1,58,4898,6.15,6.19,3.83
10936,0.9,Good,F,VS1,62.8,60,4898,6.11,6.15,3.85
10937,1.47,Fair,H,I1,66.7,59,4898,6.98,6.94,4.64
10938,1.01,Very Good,F,SI1,59.5,62,4899,6.45,6.53,3.86
10939,1.01,Very Good,F,SI1,61,61,4899,6.44,6.47,3.94
10940,1.01,Good,F,SI1,63.3,59,4899,6.38,6.42,4.05
10941,1.01,Good,F,SI1,63.6,58,4899,6.31,6.37,4.03
10942,1.01,Very Good,F,SI1,59.7,61,4899,6.49,6.55,3.89
10943,1.01,Good,F,SI1,63.7,57,4899,6.35,6.4,4.06
10944,1.01,Good,F,SI1,63.8,59,4899,6.29,6.32,4.02
10945,1.01,Good,F,SI1,63.5,59,4899,6.29,6.38,4.02
10946,1.01,Premium,F,SI1,62.5,58,4899,6.39,6.42,4
10947,1.01,Premium,F,SI1,61.8,59,4899,6.34,6.41,3.94
10948,0.87,Ideal,G,VS2,61.8,56,4899,6.11,6.13,3.78
10949,1.07,Ideal,H,SI2,62.8,56,4899,6.5,6.56,4.1
10950,1.03,Ideal,G,SI1,60.9,57,4900,6.54,6.5,3.97
10951,1.06,Very Good,H,SI1,60.2,59,4900,6.6,6.55,3.96
10952,1.03,Ideal,H,SI1,62,56,4900,6.43,6.5,4.01
10953,0.97,Good,F,SI1,60.1,65,4900,6.46,6.36,3.85
10954,1.03,Premium,G,SI1,61.6,59,4900,6.53,6.5,4.01
10955,1.03,Ideal,G,SI1,61.6,57,4900,6.53,6.46,4
10956,1.03,Premium,G,SI1,58.2,59,4900,6.7,6.64,3.88
10957,1.25,Ideal,H,SI2,61.6,54,4900,6.94,6.88,4.25
10958,1,Very Good,F,SI2,62.6,59,4901,6.34,6.38,3.98
10959,1.02,Very Good,E,SI1,60.5,63,4901,6.54,6.48,3.94
10960,0.94,Very Good,D,SI1,58.4,58,4902,6.41,6.51,3.77
10961,0.94,Very Good,D,SI1,60.7,60,4902,6.27,6.32,3.82
10962,1.18,Fair,F,SI2,55.9,64,4903,7.15,7.01,3.95
10963,1.06,Premium,D,SI2,61.6,61,4903,6.59,6.53,4.04
10964,1.03,Very Good,G,SI1,63.1,58,4903,6.41,6.37,4.03
10965,1.06,Premium,G,SI1,59.6,58,4903,6.73,6.67,3.99
10966,0.78,Very Good,E,VVS1,61.3,60,4904,5.86,5.92,3.61
10967,1.02,Very Good,D,SI2,60.9,61,4904,6.47,6.53,3.96
10968,1.14,Very Good,J,VS1,61.5,59,4905,6.64,6.75,4.11
10969,1.08,Very Good,G,SI1,60.6,58,4906,6.58,6.73,4.03
10970,1.04,Very Good,D,SI2,58.6,58,4906,6.65,6.72,3.92
10971,1.14,Ideal,J,VS2,61.4,55,4906,6.74,6.77,4.15
10972,1.2,Premium,H,SI2,59.6,60,4906,6.91,6.84,4.1
10973,1.24,Premium,F,SI2,62.7,59,4907,6.83,6.77,4.26
10974,1.02,Premium,D,SI2,62.5,59,4907,6.43,6.38,4
10975,1.01,Premium,D,SI1,62.7,58,4909,6.38,6.34,3.99
10976,1.01,Good,D,SI1,64.1,60,4909,6.3,6.27,4.03
10977,1.01,Premium,D,SI1,59.1,61,4909,6.5,6.46,3.83
10978,1.01,Good,H,VS2,59.6,64,4909,6.53,6.45,3.87
10979,1.01,Ideal,H,VS2,62.1,54,4909,6.5,6.44,4.02
10980,1.01,Premium,H,VS2,62.3,60,4909,6.32,6.27,3.92
10981,1.13,Ideal,H,SI2,61.6,55,4911,6.68,6.72,4.13
10982,1.11,Premium,I,SI1,60.6,59,4911,6.73,6.66,4.06
10983,1.15,Ideal,H,SI1,63,57,4911,6.71,6.66,4.21
10984,1.04,Very Good,H,VS2,63.2,58,4911,6.45,6.42,4.07
10985,1.01,Good,E,SI1,63.4,59,4912,6.34,6.38,4.03
10986,1.01,Good,E,SI1,63.1,60,4912,6.34,6.37,4.01
10987,1.01,Very Good,E,SI1,62.6,57,4912,6.36,6.41,4
10988,1.01,Very Good,E,SI1,62.4,60,4912,6.32,6.35,3.95
10989,1.02,Premium,D,SI2,59.5,62,4912,6.56,6.52,3.89
10990,1.02,Ideal,E,SI2,61.6,55,4912,6.52,6.46,4
10991,0.91,Very Good,G,VVS2,62.1,60,4913,6.14,6.19,3.83
10992,1.21,Premium,H,SI2,62.9,58,4913,6.74,6.69,4.23
10993,1.12,Very Good,I,VS2,63.9,52,4914,6.58,6.65,4.23
10994,1.11,Very Good,E,SI2,62.8,55,4914,6.6,6.62,4.15
10995,0.91,Very Good,E,SI1,62.3,59,4914,6.18,6.21,3.86
10996,1.19,Ideal,H,SI2,62,57,4914,6.77,6.81,4.21
10997,1.17,Good,H,SI2,63.8,58,4914,6.73,6.57,4.24
10998,0.9,Premium,E,VS1,62.3,56,4914,6.19,6.1,3.83
10999,0.9,Good,G,VVS2,63.6,58,4914,6.11,6.1,3.88
11000,0.9,Premium,D,VS2,62.6,59,4914,6.17,6.14,3.85
11001,1.17,Good,I,SI1,63.6,61,4914,6.66,6.64,4.23
11002,1.22,Ideal,H,VS2,61.9,55,4914,6.88,6.83,4.24
11003,1.17,Premium,H,SI2,62.7,56,4914,6.74,6.68,4.21
11004,1.17,Premium,I,SI1,62.6,58,4914,6.71,6.64,4.18
11005,1.2,Fair,F,SI2,65.1,58,4915,6.62,6.56,4.29
11006,1.14,Very Good,E,SI2,62.6,56,4915,6.63,6.69,4.17
11007,1.15,Very Good,F,SI2,63.1,63,4915,6.67,6.57,4.18
11008,0.97,Premium,E,SI1,61,61,4915,6.32,6.28,3.84
11009,1.1,Premium,H,SI1,63,58,4916,6.6,6.55,4.14
11010,1.1,Premium,H,SI1,63,58,4916,6.6,6.55,4.14
11011,1.01,Premium,G,SI1,61.5,59,4916,6.43,6.48,3.97
11012,1.01,Very Good,G,SI1,62.6,59,4916,6.38,6.3,3.97
11013,1.01,Ideal,D,SI2,61.6,57,4916,6.42,6.46,3.97
11014,1.01,Ideal,D,SI2,61.3,54,4916,6.47,6.52,3.99
11015,1.01,Very Good,G,SI1,60.6,57,4916,6.49,6.52,3.94
11016,1.24,Premium,D,SI2,60.6,59,4916,6.99,6.96,4.23
11017,1.14,Ideal,H,SI1,62.2,57,4916,6.73,6.67,4.17
11018,0.59,Ideal,D,IF,60.9,60,4916,5.41,5.39,3.29
11019,1,Good,E,SI1,60.4,61,4916,6.37,6.44,3.87
11020,1,Good,E,SI1,59.3,61,4916,6.42,6.53,3.84
11021,1.2,Fair,H,SI2,64.8,60,4916,6.55,6.59,4.26
11022,1.1,Premium,H,SI1,61.6,56,4916,6.66,6.61,4.09
11023,1.24,Ideal,G,SI1,62.7,56,4916,6.89,6.85,4.31
11024,1.33,Fair,E,SI2,65,57,4916,6.93,6.89,4.49
11025,1.18,Premium,H,VS2,61.1,60,4916,6.8,6.76,4.14
11026,1.1,Ideal,H,SI1,60.2,56,4916,6.82,6.74,4.08
11027,0.91,Very Good,F,VS2,62.1,58,4917,6.19,6.24,3.86
11028,1.02,Ideal,H,SI2,62.5,53,4918,6.43,6.47,4.03
11029,1.07,Ideal,H,SI1,62,57,4918,6.56,6.51,4.05
11030,1.23,Premium,G,SI2,62.1,58,4918,6.85,6.8,4.24
11031,0.9,Ideal,D,SI1,61.8,57,4919,6.22,6.17,3.83
11032,0.9,Very Good,E,VS2,62.1,55,4919,6.14,6.23,3.84
11033,1,Very Good,G,SI1,61.4,57,4919,6.45,6.42,3.95
11034,0.91,Ideal,H,SI1,62.1,57,4919,6.18,6.21,3.85
11035,1.22,Premium,I,SI2,62.3,58,4919,6.85,6.8,4.25
11036,1.09,Good,H,SI1,63.6,56,4920,6.53,6.56,4.16
11037,1.06,Premium,I,VS1,62.4,55,4920,6.57,6.5,4.08
11038,0.9,Very Good,E,SI1,60.3,58,4921,6.26,6.32,3.79
11039,0.9,Ideal,E,SI1,61.7,57,4921,6.18,6.24,3.83
11040,1.01,Premium,H,VS2,60.7,61,4921,6.47,6.39,3.9
11041,0.33,Premium,E,SI2,59.7,58,594,4.53,4.48,2.69
11042,0.33,Ideal,G,SI2,60.2,57,594,4.5,4.47,2.7
11043,0.31,Ideal,H,VS2,61.6,55,595,4.34,4.38,2.69
11044,0.25,Ideal,F,VS1,62.1,57,595,4.01,4.04,2.5
11045,0.25,Ideal,F,VS1,61.1,58,595,4.04,4.08,2.48
11046,0.25,Ideal,F,VS1,61.8,56,595,4.07,4.09,2.52
11047,0.31,Ideal,E,SI1,60.6,56,595,4.39,4.42,2.67
11048,0.31,Ideal,H,SI1,61.9,56,595,4.38,4.35,2.7
11049,0.37,Good,I,VS2,64,56,595,4.58,4.45,2.89
11050,0.32,Very Good,H,VVS2,62.4,56,596,4.35,4.37,2.72
11051,0.28,Very Good,F,VVS2,61.8,60,596,4.16,4.19,2.58
11052,0.28,Very Good,E,VVS2,63.6,56,596,4.13,4.17,2.64
11053,0.28,Very Good,E,VVS2,61.4,60,596,4.18,4.22,2.58
11054,0.32,Very Good,I,VVS1,60.9,57,596,4.45,4.48,2.71
11055,0.28,Very Good,D,VVS1,60.3,62,596,4.22,4.24,2.55
11056,0.31,Ideal,H,VVS2,61.2,56,596,4.34,4.37,2.66
11057,0.31,Ideal,G,VS1,61.6,55,596,4.37,4.4,2.7
11058,0.4,Ideal,H,SI2,61.9,58,596,4.71,4.73,2.92
11059,0.4,Ideal,H,SI2,62.2,56,596,4.71,4.75,2.94
11060,0.35,Ideal,F,SI1,61.5,55.9,596,4.53,4.56,2.8
11061,0.34,Ideal,D,SI1,60.9,56,596,4.53,4.56,2.76
11062,0.28,Good,F,VVS2,61.2,62,596,4.16,4.21,2.56
11063,0.35,Good,F,VS2,57.9,60,596,4.65,4.68,2.7
11064,0.38,Premium,E,SI2,59.9,56,596,4.79,4.72,2.85
11065,0.34,Good,E,SI1,63.9,56,596,4.44,4.48,2.85
11066,0.34,Premium,E,SI1,61.8,58,596,4.47,4.5,2.77
11067,0.34,Very Good,G,VS2,62.9,55,596,4.45,4.52,2.82
11068,0.34,Ideal,E,SI1,62,57,596,4.46,4.48,2.77
11069,0.34,Ideal,H,VS1,62.7,57,596,4.45,4.48,2.8
11070,0.34,Ideal,E,SI1,62.7,55,596,4.46,4.47,2.8
11071,1.01,Ideal,E,SI2,61.9,56,4921,6.46,6.43,3.99
11072,1.01,Premium,E,SI2,60,61,4921,6.53,6.47,3.9
11073,0.91,Very Good,H,VS2,62.6,57,4922,6.15,6.21,3.87
11074,1.13,Very Good,E,SI1,62.7,57,4922,6.62,6.65,4.16
11075,0.91,Very Good,G,SI1,62.8,56,4922,6.16,6.2,3.88
11076,0.91,Ideal,G,SI1,62,56,4922,6.19,6.22,3.85
11077,0.91,Ideal,G,SI1,60.8,58,4922,6.21,6.29,3.8
11078,0.9,Very Good,F,VS2,62.3,58,4924,6.14,6.16,3.83
11079,0.9,Ideal,H,VVS2,62,57,4924,6.15,6.2,3.83
11080,1.02,Ideal,H,SI1,61.9,57,4924,6.4,6.46,3.98
11081,0.93,Very Good,F,VS2,62.7,58,4925,6.21,6.27,3.91
11082,0.9,Very Good,E,VS2,60.4,59,4925,6.26,6.3,3.79
11083,1.15,Ideal,I,SI1,62.3,57,4925,6.74,6.67,4.18
11084,1,Fair,F,SI1,62.6,59,4925,6.25,6.3,3.93
11085,0.81,Ideal,F,VVS2,62.2,53.9,4926,5.97,6.01,3.72
11086,1.21,Fair,E,SI2,65.6,59,4926,6.62,6.56,4.32
11087,0.72,Ideal,E,VVS2,61.7,55,4927,5.76,5.78,3.56
11088,1.2,Ideal,J,VS2,62.3,57,4927,6.82,6.75,4.23
11089,1.15,Ideal,G,SI2,62.3,56,4927,6.75,6.67,4.18
11090,1,Good,D,SI1,63.8,53,4928,6.35,6.4,4.07
11091,1.01,Good,E,SI1,56.9,61,4928,6.65,6.6,3.77
11092,1,Ideal,D,SI1,62.5,55,4928,6.43,6.38,4
11093,1.03,Ideal,G,SI2,62.3,59,4928,6.44,6.46,4.02
11094,1.03,Ideal,G,SI1,61.9,56,4928,6.46,6.5,4.01
11095,1,Fair,G,VVS2,65.5,54,4928,6.3,6.22,4.1
11096,1.1,Premium,F,SI2,62,59,4928,6.62,6.6,4.1
11097,1,Premium,D,SI2,59.9,59,4928,6.48,6.44,3.87
11098,1.21,Very Good,I,SI2,60,58,4929,6.89,6.97,4.16
11099,1,Premium,H,VS2,60.7,60,4930,6.55,6.49,3.96
11100,1.27,Ideal,J,SI2,61.2,55.7,4931,6.95,6.99,4.27
11101,0.82,Ideal,F,VS2,61.3,56,4931,6.02,6.05,3.7
11102,0.9,Ideal,G,VS1,61.8,56,4931,6.19,6.24,3.84
11103,1.19,Good,J,VS1,63.6,54,4931,6.78,6.74,4.3
11104,1.02,Very Good,H,SI1,62.8,58,4932,6.37,6.43,4.02
11105,1.02,Very Good,H,SI1,62.2,58,4932,6.42,6.48,4.01
11106,1.13,Ideal,H,SI2,62.1,55,4932,6.65,6.68,4.14
11107,1.05,Ideal,D,SI2,60.2,57,4932,6.58,6.65,3.98
11108,1.03,Premium,H,SI1,61.9,58,4932,6.49,6.43,4
11109,1.03,Very Good,H,SI1,63.3,57,4932,6.41,6.39,4.05
11110,1.03,Premium,H,SI1,62.2,60,4932,6.43,6.4,3.99
11111,1.08,Very Good,I,SI1,62.2,57,4933,6.57,6.54,4.08
11112,1.21,Premium,E,SI2,61,58,4933,6.93,6.88,4.21
11113,1.14,Very Good,G,SI2,59.5,59,4935,6.79,6.85,4.06
11114,1.02,Fair,H,SI1,56.9,58,4935,6.64,6.75,3.81
11115,1,Good,E,SI1,62.4,59,4936,6.35,6.4,3.98
11116,1.02,Good,F,SI1,64.3,58,4936,6.28,6.32,4.05
11117,1.13,Premium,E,SI2,61.4,59,4936,6.78,6.7,4.14
11118,1.13,Ideal,I,SI1,61.4,57,4936,6.72,6.69,4.12
11119,1.27,Ideal,G,SI2,58.8,56,4936,7.16,7.06,4.18
11120,1.05,Good,H,SI1,63.2,56,4937,6.47,6.51,4.1
11121,1.05,Ideal,H,SI1,62.5,56,4937,6.43,6.52,4.05
11122,0.71,Ideal,F,VVS1,61.1,54,4937,5.78,5.84,3.55
11123,1.24,Ideal,I,SI2,60.7,57,4937,6.98,6.92,4.22
11124,1.29,Very Good,G,SI2,63.3,61,4937,6.84,6.8,4.32
11125,1.1,Very Good,H,SI1,62.4,58,4938,6.58,6.62,4.12
11126,1,Ideal,F,SI1,62.4,55,4939,6.45,6.37,4
11127,1,Ideal,F,SI1,60,57,4939,6.45,6.41,3.86
11128,0.9,Very Good,H,VS1,63,55,4939,6.18,6.13,3.88
11129,1.5,Fair,H,I1,65.7,58,4939,7.07,7.02,4.63
11130,1.5,Fair,H,I1,66.6,54,4939,7.05,7.01,4.68
11131,1.01,Premium,D,SI2,61,62,4939,6.43,6.39,3.91
11132,1.26,Ideal,E,SI2,62.4,57,4939,6.91,6.85,4.29
11133,0.91,Ideal,H,VS1,60.8,58,4939,6.27,6.32,3.83
11134,1,Premium,F,SI1,62.8,59,4939,6.36,6.32,3.98
11135,1,Premium,F,SI1,59.7,60,4939,6.51,6.48,3.88
11136,1,Premium,F,SI1,59.3,60,4939,6.61,6.57,3.91
11137,1.4,Premium,J,SI1,62.9,59,4939,7.16,7.07,4.48
11138,1.15,Premium,I,SI1,62.5,60,4939,6.72,6.68,4.19
11139,1,Very Good,F,SI1,63.4,61,4939,6.35,6.29,4.01
11140,1,Premium,F,SI1,61.4,62,4939,6.36,6.32,3.89
11141,1,Good,F,SI1,63.6,58,4939,6.31,6.27,4
11142,1.05,Premium,E,SI2,62.3,56,4939,6.54,6.47,4.05
11143,1.15,Very Good,D,SI2,63.5,58,4939,6.73,6.69,4.26
11144,1.13,Ideal,I,VS2,62.3,56,4940,6.63,6.73,4.16
11145,0.9,Ideal,E,SI1,61.7,57,4940,6.21,6.24,3.84
11146,1.04,Ideal,I,SI1,61.9,54,4941,6.51,6.57,4.05
11147,1.03,Premium,F,SI1,62.2,59,4942,6.45,6.41,4
11148,1.11,Premium,I,VS2,60.4,58,4942,6.79,6.73,4.08
11149,1.11,Ideal,F,SI2,61.7,55,4942,6.66,6.63,4.1
11150,1.07,Premium,E,SI2,61.3,59,4943,6.58,6.64,4.05
11151,1.07,Premium,E,SI2,59.7,58,4943,6.66,6.68,3.98
11152,1.01,Ideal,H,SI1,61.2,58,4943,6.42,6.49,3.95
11153,1.01,Premium,H,SI1,61.8,60,4943,6.44,6.38,3.96
11154,0.97,Ideal,H,VS2,62.9,56,4943,6.35,6.31,3.98
11155,0.91,Premium,H,VVS1,62.5,59,4944,6.19,6.16,3.86
